"delta.rank" "pval" "level" "nseqs" "term" "name" "p.adj"
669 0.333074325067535 2 24 "GO:0000160;GO:0009873" "phosphorelay signal transduction system" 0.607831320469367
-283 0.566331386089015 2 47 "GO:0000165" "MAPK cascade" 0.792863940524621
-129 0.925570394201766 4 6 "GO:0000183" "rDNA heterochromatin assembly" 0.962308783728341
738 0.191252347983545 2 36 "GO:0000184" "nuclear-transcribed mRNA catabolic process, nonsense-mediated decay" 0.471104080204716
-178 0.897606390675651 7 6 "GO:0000186" "activation of MAPKK activity" 0.950765460505808
-833 0.151410730320394 8 34 "GO:0000187" "activation of MAPK activity" 0.419609259454471
-726 0.40592838896413 9 15 "GO:0000188" "inactivation of MAPK activity" 0.668316812325372
-240 0.318915633088694 9 201 "GO:0000209" "protein polyubiquitination" 0.596680861907879
-123 0.913139696934439 4 9 "GO:0000212;GO:0007056;GO:0090306" "spindle assembly involved in meiosis" 0.95668317275303
622 0.00251331108600957 4 276 "GO:0000226" "microtubule cytoskeleton organization" 0.0349453527712289
1333 0.0646573643192685 5 22 "GO:0000244" "spliceosomal tri-snRNP complex assembly" 0.262771670807037
1618 0.037165559470547 4 19 "GO:0000245" "spliceosomal complex assembly" 0.186056931504835
-1064 0.373682452839033 2 8 "GO:0000266" "mitochondrial fission" 0.641949503465102
-3503 0.00339893342405745 2 8 "GO:0000270;GO:0009253" "peptidoglycan metabolic process" 0.0424187853798369
-214 0.78303636882961 3 19 "GO:0000271;GO:0033692" "polysaccharide biosynthetic process" 0.903157772006957
-237 0.519512024345997 5 85 "GO:0000272" "polysaccharide catabolic process" 0.762655771078962
199 0.475821548064611 2 148 "GO:0000278" "mitotic cell cycle" 0.72713608067053
-338 0.440415635161805 5 60 "GO:0000280;GO:0048285" "organelle fission" 0.700661237757417
-341 0.259570553202683 2 126 "GO:0000281;GO:0061640;GO:0000910" "cytokinesis" 0.538781414111908
1729 0.0766844853497759 2 12 "GO:0000288" "nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay" 0.286157178786848
747 0.33592547770255 2 19 "GO:0000289" "nuclear-transcribed mRNA poly(A) tail shortening" 0.60940904355333
-2617 0.0835989846282329 2 5 "GO:0000290" "deadenylation-dependent decapping of nuclear-transcribed mRNA" 0.30175205100594
693 0.398403814467559 2 17 "GO:0000291" "nuclear-transcribed mRNA catabolic process, exonucleolytic" 0.664006357445932
-136 0.667364047767189 2 115 "GO:0000302" "response to reactive oxygen species" 0.849905280406144
-2648 0.00941574794351009 2 11 "GO:0000338" "protein deneddylation" 0.083285265034098
1384 4.50609466490083e-09 3 209 "GO:0000375;GO:0000377;GO:0000398" "RNA splicing, via transesterification reactions" 4.69096008705061e-07
3036 0.00187776156631768 4 12 "GO:0000380" "alternative mRNA splicing, via spliceosome" 0.0298246232388905
1412 0.0112191114997451 3 37 "GO:0000381" "regulation of alternative mRNA splicing, via spliceosome" 0.0920193791696265
561 0.277197290494265 4 43 "GO:0000387" "spliceosomal snRNP assembly" 0.556038043185136
3516 0.0108740703828407 7 6 "GO:0000388" "spliceosome conformational change to release U4 (or U4atac) and U1 (or U11)" 0.0904687003162566
3244 0.0187806382047059 8 6 "GO:0000389" "mRNA 3'-splice site recognition" 0.127055568888112
2419 0.0176912093834543 2 11 "GO:0000390" "spliceosomal complex disassembly" 0.122570495045776
1258 0.149860526173766 3 15 "GO:0000394;GO:0006388" "RNA splicing, via endonucleolytic cleavage and ligation" 0.416165346282825
-1196 0.0117066439848506 2 51 "GO:0000413" "protein peptidyl-prolyl isomerization" 0.0950177023256194
1053 0.445538173516574 2 6 "GO:0000414;GO:2001253" "regulation of histone H3-K36 methylation" 0.704120274222379
-771 0.274497529652246 4 23 "GO:0000422;GO:0061726" "autophagy of mitochondrion" 0.552580234089049
1948 0.103283299832575 2 8 "GO:0000429;GO:0045990" "carbon catabolite regulation of transcription" 0.344277666108583
3393 0.0139826535320292 5 6 "GO:0000436;GO:0045991" "carbon catabolite activation of transcription" 0.106311164172469
510 0.690158157459345 2 7 "GO:0000447" "endonucleolytic cleavage in ITS1 to separate SSU-rRNA from 5.8S rRNA and LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)" 0.859177940588959
3827 0.00558017765371357 2 6 "GO:0000448" "cleavage in ITS2 between 5.8S rRNA and LSU-rRNA of tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)" 0.0589987533179091
1192 0.388006318297033 2 6 "GO:0000451;GO:0000453" "rRNA 2'-O-methylation" 0.654740503859499
-686 0.619324786107949 9 6 "GO:0000455" "enzyme-directed rRNA pseudouridine synthesis" 0.822794054842367
1606 0.154233617262765 9 9 "GO:0000459;GO:0000467;GO:0031125" "exonucleolytic trimming to generate mature 3'-end of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)" 0.424646996742415
1830 0.0132005030898387 3 21 "GO:0000460" "maturation of 5.8S rRNA" 0.102083890561419
-295 0.601321176864208 2 36 "GO:0000462" "maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)" 0.81297501767189
1333 0.0237639012175531 2 33 "GO:0000463" "maturation of LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)" 0.143895705097719
2597 0.00407402849907313 2 14 "GO:0000466" "maturation of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)" 0.0482231944788248
1380 0.0255975755743794 3 30 "GO:0000469" "cleavage involved in rRNA processing" 0.149965594274142
1323 0.00879794955519237 3 45 "GO:0000470" "maturation of LSU-rRNA" 0.0793770559868467
526 0.659776334403714 2 8 "GO:0000472;GO:0000967;GO:0000480" "rRNA 5'-end processing" 0.847151144111031
1142 0.191191076387776 2 15 "GO:0000479;GO:0000478" "endonucleolytic cleavage involved in rRNA processing" 0.471104080204716
2339 0.0902100748476098 2 6 "GO:0000491" "small nucleolar ribonucleoprotein complex assembly" 0.31655393593889
-1417 0.236184582676382 2 8 "GO:0000578" "embryonic axis specification" 0.518225424031571
2480 0.0150538815318202 3 11 "GO:0000710" "meiotic mismatch repair" 0.110216637290148
3117 0.00915429316973965 4 8 "GO:0000712" "resolution of meiotic recombination intermediates" 0.0813269808952801
553 0.665605780886655 3 7 "GO:0000717" "nucleotide-excision repair, DNA duplex unwinding" 0.849637578685817
2246 0.0129992640259267 4 14 "GO:0000722" "telomere maintenance via recombination" 0.101105386868319
1786 3.85758178102567e-05 2 61 "GO:0000723;GO:0032200" "telomere maintenance" 0.00159814102356778
2344 9.31757029044925e-11 2 88 "GO:0000724;GO:0000725" "recombinational repair" 1.35104769211514e-08
1776 0.000438145024260242 2 45 "GO:0000726;GO:0006303" "non-recombinational repair" 0.0101072090823669
2254 0.00289241032478661 2 20 "GO:0000727" "double-strand break repair via break-induced replication" 0.0377594402528413
2530 0.0248506100674449 2 9 "GO:0000729" "DNA double-strand break processing" 0.147446142344267
1098 0.260926206613237 7 12 "GO:0000730;GO:0090735;GO:1902298;GO:1990426;GO:1990505" "DNA recombinase assembly" 0.540214379831587
1084 0.0428966858852033 2 40 "GO:0000731;GO:0019985" "DNA synthesis involved in DNA repair" 0.203458580249913
-4002 0.00814024091368351 4 5 "GO:0000737" "DNA catabolic process, endonucleolytic" 0.0759085361176
916 0.506870540071863 4 6 "GO:0000738" "DNA catabolic process, exonucleolytic" 0.753255634220997
542 0.579105401501458 5 12 "GO:0000741" "karyogamy" 0.798181757586633
-136 0.899074018470037 2 10 "GO:0000743;GO:0030989" "dynein-driven meiotic oscillatory nuclear movement" 0.950787004323461
-81 0.94575037572113 5 8 "GO:0000750" "pheromone-dependent signal transduction involved in conjugation with cellular fusion" 0.97356656324234
445 0.137440100505362 2 129 "GO:0000902" "cell morphogenesis" 0.397440746475619
731 0.0731896166439392 2 69 "GO:0000904" "cell morphogenesis involved in differentiation" 0.278128739805288
497 0.659247712254727 3 9 "GO:0000911" "cytokinesis by cell plate formation" 0.846993133711174
1375 0.19878751890539 4 10 "GO:0000912;GO:0000915;GO:0044837" "assembly of actomyosin apparatus involved in cytokinesis" 0.47752972723629
450 0.724913685534795 2 7 "GO:0000920" "septum digestion after cytokinesis" 0.872247124238785
2175 0.00131207121623201 2 25 "GO:0000959" "mitochondrial RNA metabolic process" 0.0238494248075955
2313 0.010511511124102 2 14 "GO:0000963;GO:0140053" "mitochondrial RNA processing" 0.089469046465103
2296 0.0110995226038923 2 14 "GO:0000972" "transcription-dependent tethering of RNA polymerase II gene DNA at nuclear periphery" 0.0915300464458331
3089 0.00979111653527398 3 8 "GO:0000973" "posttranscriptional tethering of RNA polymerase II gene DNA at nuclear periphery" 0.085386622847742
353 0.115024958942392 2 232 "GO:0001101" "response to acid chemical" 0.364275611003207
1362 0.324041161177152 2 6 "GO:0001123" "transcription initiation from bacterial-type RNA polymerase promoter" 0.600827040370146
-1217 0.308753950127386 -1 8 "GO:0001302" "obsolete replicative cell aging" 0.587259862784222
-330 0.811422896712025 6 6 "GO:0001403" "invasive growth in response to glucose limitation" 0.916481077040289
564 0.467881954062067 4 19 "GO:0001501" "skeletal system development" 0.719600609310047
-718 0.411432419598328 2 15 "GO:0001503" "ossification" 0.67335440939887
-1924 0.107672591668314 2 8 "GO:0001504" "neurotransmitter uptake" 0.35140733293678
-1263 0.00135974967117581 3 74 "GO:0001505" "regulation of neurotransmitter levels" 0.024213086249885
-261 0.608710651008177 3 44 "GO:0001508" "action potential" 0.816440450311595
707 0.0927032799568322 2 65 "GO:0001510" "RNA methylation" 0.321688304807469
1421 0.347437874727342 5 5 "GO:0001514;GO:0006451" "translational readthrough" 0.620042976436487
220 0.760841564233559 2 22 "GO:0001522" "pseudouridine synthesis" 0.890994093392993
-565 0.377553237596518 2 28 "GO:0001523" "retinoid metabolic process" 0.645689193193708
455 0.314744955743506 2 56 "GO:0001525" "angiogenesis" 0.592152233697236
3250 8.5324155452159e-09 4 36 "GO:0001539;GO:0060285" "cilium-dependent cell motility" 8.05618770083176e-07
1360 0.107850148635127 3 16 "GO:0001541;GO:0022602" "ovulation cycle process" 0.351421832631313
1081 0.289068037691456 3 11 "GO:0001556" "oocyte maturation" 0.569440190697385
-158 0.599828987576069 4 127 "GO:0001558" "regulation of cell growth" 0.811498063831669
-1175 0.228990116246822 2 12 "GO:0001561" "fatty acid alpha-oxidation" 0.510543587019274
4194 0.00238319550979929 2 6 "GO:0001562;GO:0042832" "response to protozoan" 0.0341743343509919
521 0.537887505079451 3 16 "GO:0001568" "blood vessel development" 0.773856580660018
1494 0.323351404145487 4 5 "GO:0001570" "vasculogenesis" 0.600548714711763
2202 6.71616117999736e-06 2 48 "GO:0001578" "microtubule bundle formation" 0.000333122752922912
1590 0.137081947279034 2 10 "GO:0001649" "osteoblast differentiation" 0.397277289674666
961 0.0268975325929518 5 61 "GO:0001654;GO:0007423" "sensory organ development" 0.154461078256555
121 0.790138331566992 3 56 "GO:0001666;GO:0036293" "response to decreased oxygen levels" 0.905636074211355
-384 0.273240534388946 4 94 "GO:0001667;GO:0010631" "ameboidal-type cell migration" 0.551370064423022
-652 0.542471602447137 2 10 "GO:0001672;GO:0010847" "regulation of chromatin assembly or disassembly" 0.775365939147578
-1509 0.274520771467392 3 6 "GO:0001675" "acrosome assembly" 0.552580234089049
-38 0.94828541548604 4 33 "GO:0001676" "long-chain fatty acid metabolic process" 0.974200097893047
-106 0.87582054178848 2 25 "GO:0001678;GO:0071326;GO:0071331;GO:0071333" "cellular glucose homeostasis" 0.944800579618776
555 0.208794730336202 2 59 "GO:0001701;GO:0043009" "chordate embryonic development" 0.489893267038893
-360 0.580822060545401 3 27 "GO:0001708" "cell fate specification" 0.798181757586633
1024 0.275335434818442 3 13 "GO:0001709" "cell fate determination" 0.553396963050928
-1408 0.149477655698016 7 12 "GO:0001731" "formation of translation preinitiation complex" 0.415386230071146
-628 0.309907044362255 2 30 "GO:0001732" "formation of cytoplasmic translation initiation complex" 0.587954486033063
-780 0.302779888801203 2 20 "GO:0001736;GO:0007164" "establishment of tissue polarity" 0.581222859826423
-2723 0.00529956380484682 2 12 "GO:0001737" "establishment of imaginal disc-derived wing hair orientation" 0.0566216553886265
-1710 0.15263380930587 4 8 "GO:0001745" "compound eye morphogenesis" 0.422095196497896
-1164 0.168830794351659 7 16 "GO:0001751" "compound eye photoreceptor cell differentiation" 0.448301520646001
-656 0.560642751423393 2 9 "GO:0001755" "neural crest cell migration" 0.788352810700314
729 0.420200266981226 2 14 "GO:0001756;GO:0035282" "segmentation" 0.679415804039736
654 0.24630646079431 2 36 "GO:0001763" "morphogenesis of a branching structure" 0.528822967120517
-88 0.894602930667915 4 26 "GO:0001764" "neuron migration" 0.949565463663199
-208 0.890670222895313 6 5 "GO:0001773;GO:0043011;GO:0097028" "dendritic cell differentiation" 0.948726558855642
-237 0.400940930641755 2 146 "GO:0001775;GO:0045321" "cell activation" 0.6663201712671
-327 0.813015510572467 2 6 "GO:0001778" "plasma membrane repair" 0.916746967971154
-1520 0.155407781262449 2 10 "GO:0001816" "cytokine production" 0.426928814438938
-115 0.712388231437323 2 118 "GO:0001817" "regulation of cytokine production" 0.868500039806827
-346 0.425158542064257 4 61 "GO:0001818" "negative regulation of cytokine production" 0.684434449159748
466 0.317075612939336 2 53 "GO:0001819" "positive regulation of cytokine production" 0.594059524011862
1714 0.0048101626038838 4 31 "GO:0001822" "kidney development" 0.0538805749695596
381 0.80112395629466 3 5 "GO:0001824" "blastocyst development" 0.911788560846967
-459 0.719804199771657 2 7 "GO:0001837;GO:0048762" "mesenchymal cell differentiation" 0.870279887557054
604 0.689693392019888 4 5 "GO:0001838;GO:0072175" "epithelial tube formation" 0.859177940588959
2008 0.00654270995978157 5 21 "GO:0001843;GO:0060606" "tube closure" 0.0655886479918844
1962 0.0095329190284958 3 20 "GO:0001845" "phagolysosome assembly" 0.0841383722949847
-464 0.716376959473333 2 7 "GO:0001885;GO:0061028" "endothelial cell development" 0.869047296476323
-193 0.743292059757668 2 33 "GO:0001889" "liver development" 0.882129717221903
-11 0.993219366850217 2 7 "GO:0001890" "placenta development" 0.996097899698577
-806 0.0926981036701887 2 50 "GO:0001894" "tissue homeostasis" 0.321688304807469
3066 0.0263843832262046 3 6 "GO:0001895" "retina homeostasis" 0.152593441450699
-1910 0.0346547381187235 2 14 "GO:0001906;GO:0031640;GO:0044364" "cell killing" 0.180151391500663
-4003 0.00813069452236872 2 5 "GO:0001910" "regulation of leukocyte mediated cytotoxicity" 0.0759085361176
-2494 0.0370218012728234 4 8 "GO:0001919" "regulation of receptor recycling" 0.18604089705407
-2814 0.0627979112062025 2 5 "GO:0001921" "positive regulation of receptor recycling" 0.258579634378481
-49 0.729169824281397 5 598 "GO:0001932;GO:0042325;GO:0019220;GO:0051174" "regulation of phosphorus metabolic process" 0.875269350003179
-461 0.0659487095294278 2 185 "GO:0001933;GO:0042326;GO:0045936;GO:0010563" "negative regulation of phosphate metabolic process" 0.264488949603442
183 0.288365172525876 3 397 "GO:0001934;GO:0031401;GO:0042327;GO:0045937;GO:0010562" "positive regulation of protein modification process" 0.568654536913999
-198 0.845999001772133 2 11 "GO:0001935" "endothelial cell proliferation" 0.930743567422364
922 0.24777731424612 3 18 "GO:0001936" "regulation of endothelial cell proliferation" 0.530877013144536
3707 0.0142331763620902 2 5 "GO:0001937" "negative regulation of endothelial cell proliferation" 0.106695013091084
-151 0.872068979559588 4 13 "GO:0001938" "positive regulation of endothelial cell proliferation" 0.943656731612987
4281 0.00193133243692022 4 6 "GO:0001944" "vasculature development" 0.030130979818299
1716 0.0233216169389644 3 20 "GO:0001947;GO:0003143" "embryonic heart tube morphogenesis" 0.143840078796478
-555 0.412511127852862 4 25 "GO:0001952" "regulation of cell-matrix adhesion" 0.674504703617648
86 0.92454233211643 2 14 "GO:0001953;GO:0010812" "negative regulation of cell-substrate adhesion" 0.961486134321902
-2506 0.069495288211758 2 6 "GO:0001954" "positive regulation of cell-matrix adhesion" 0.272083770626555
-1258 0.405550730344802 3 5 "GO:0001955;GO:0051151" "negative regulation of smooth muscle cell differentiation" 0.668316812325372
631 0.307081758630002 3 30 "GO:0001959;GO:0060759" "regulation of response to cytokine stimulus" 0.585604480994743
606 0.423472498739074 3 20 "GO:0001960;GO:0060761" "negative regulation of cytokine-mediated signaling pathway" 0.682261247968508
318 0.724836519824493 3 14 "GO:0001961;GO:0060760" "positive regulation of response to cytokine stimulus" 0.872247124238785
-1639 0.278523741672551 2 5 "GO:0001973;GO:0035588" "G protein-coupled adenosine receptor signaling pathway" 0.558147280943019
659 0.606052350496772 5 7 "GO:0001990;GO:0003044;GO:0050886;GO:0003073" "regulation of systemic arterial blood pressure" 0.815569288371526
264 0.429595899739551 2 103 "GO:0002009;GO:0048729" "tissue morphogenesis" 0.688302822787126
317 0.668113246700828 2 21 "GO:0002027;GO:0086065;GO:1903779" "regulation of heart rate" 0.850325950346508
-457 0.517429892642648 2 23 "GO:0002028" "regulation of sodium ion transport" 0.761975104870929
2002 0.185714668953112 2 5 "GO:0002062" "chondrocyte differentiation" 0.465761464032983
736 0.593922294321282 4 6 "GO:0002063" "chondrocyte development" 0.807273021407568
161 0.791053473598318 4 31 "GO:0002064" "epithelial cell development" 0.905718303104673
107 0.905404597361474 2 14 "GO:0002066" "columnar/cuboidal epithelial cell development" 0.952856094700209
-1932 0.201581330969503 3 5 "GO:0002070" "epithelial cell maturation" 0.48085793404006
-697 0.475276818025162 3 12 "GO:0002082" "regulation of oxidative phosphorylation" 0.72713608067053
-410 0.766523709805984 2 6 "GO:0002084;GO:0098734" "protein depalmitoylation" 0.893102047625715
-143 0.857951377051952 3 18 "GO:0002090" "regulation of receptor internalization" 0.935167980632074
-1350 0.372139468769356 2 5 "GO:0002091" "negative regulation of receptor internalization" 0.641837826339671
731 0.54124314984933 2 8 "GO:0002092" "positive regulation of receptor internalization" 0.775365939147578
764 0.325059807982918 8 19 "GO:0002097" "tRNA wobble base modification" 0.60152361914797
1265 0.195332463818454 2 12 "GO:0002098" "tRNA wobble uridine modification" 0.474312083195528
-226 0.850037925569982 3 8 "GO:0002100;GO:0006382;GO:0016553" "base conversion or substitution editing" 0.932492293383985
-917 0.175333467998107 2 25 "GO:0002119;GO:0002164" "larval development" 0.456979617884185
-1369 0.284262031276786 2 7 "GO:0002138" "retinoic acid biosynthetic process" 0.566570371616962
-89 0.822220903715199 6 74 "GO:0002181" "cytoplasmic translation" 0.920379616510534
-807 0.233281726209107 2 25 "GO:0002183" "cytoplasmic translational initiation" 0.515301310342206
-3151 0.0224833179855281 2 6 "GO:0002184" "cytoplasmic translational termination" 0.142628548470694
3062 2.19385310382821e-05 2 22 "GO:0002200;GO:0016445" "somatic diversification of immune receptors" 0.000989671511282504
2567 0.00452783008449041 2 14 "GO:0002204;GO:0002208;GO:0016447;GO:0002312;GO:0045190" "somatic recombination of immunoglobulin gene segments" 0.0516376127613232
-164 0.76276442701911 2 39 "GO:0002218" "activation of innate immune response" 0.892199243358567
-1046 0.247171990346509 7 14 "GO:0002220;GO:0002223;GO:0002479;GO:0042590;GO:0033209;GO:0038061;GO:0038095;GO:0060071" "Fc-epsilon receptor signaling pathway" 0.530400782667456
-92 0.919392343620048 4 14 "GO:0002221" "pattern recognition receptor signaling pathway" 0.959303859996231
1872 0.143083980468156 3 7 "GO:0002225;GO:0002760;GO:0002786;GO:0002803" "positive regulation of antimicrobial peptide production" 0.405954549755914
122 0.768904866309801 2 67 "GO:0002237;GO:0032496" "response to molecule of bacterial origin" 0.894485317254382
-1609 0.17851149362219 2 8 "GO:0002238" "response to molecule of fungal origin" 0.459870979762748
883 0.175475671005282 2 27 "GO:0002244" "hematopoietic progenitor cell differentiation" 0.456979617884185
-764 0.208868287005991 3 31 "GO:0002250" "adaptive immune response" 0.489893267038893
1066 0.480969513753185 3 5 "GO:0002251;GO:0002385" "mucosal immune response" 0.731554724129836
-219 0.410991483902886 2 163 "GO:0002252" "immune effector process" 0.67310424552066
-322 0.458182088995853 5 61 "GO:0002253" "activation of immune response" 0.713547863952115
-437 0.219591702410384 3 91 "GO:0002263;GO:0002366;GO:0002274;GO:0002275;GO:0002283;GO:0042119;GO:0036230;GO:0043299;GO:0043312" "cell activation involved in immune response" 0.503411807897323
1765 0.0509981681003372 2 14 "GO:0002285" "lymphocyte activation involved in immune response" 0.224665831625081
-190 0.244331168345456 1 448 "GO:0002376" "immune system process" 0.526810697547823
4085 0.0069083061640888 3 5 "GO:0002377" "immunoglobulin production" 0.068744419181864
-69 0.956927714644755 11 7 "GO:0002407;GO:0036336;GO:0061588;GO:0061589;GO:0061590;GO:0061591;GO:2000351" "calcium activated phosphatidylcholine scrambling" 0.978300296805159
-783 0.229325597558395 4 27 "GO:0002429;GO:0002768" "immune response-regulating cell surface receptor signaling pathway" 0.511010936381495
-3003 0.0471174378693169 3 5 "GO:0002433" "immune response-regulating cell surface receptor signaling pathway involved in phagocytosis" 0.214488161621939
2569 0.0444456395408078 2 7 "GO:0002440" "production of molecular mediator of immune response" 0.20853980033448
-1483 0.165612238035576 2 10 "GO:0002474" "antigen processing and presentation of peptide antigen via MHC class I" 0.444405609004916
-418 0.513122985361377 2 28 "GO:0002478;GO:0019884;GO:0048002" "antigen processing and presentation of peptide antigen" 0.757716495148093
123 0.87699943848248 3 18 "GO:0002495;GO:0002504;GO:0019886" "antigen processing and presentation of peptide or polysaccharide antigen via MHC class II" 0.944800579618776
1410 0.0249235979400304 4 29 "GO:0002521;GO:1903131" "leukocyte differentiation" 0.147507008216506
766 0.452526855301035 3 11 "GO:0002526" "acute inflammatory response" 0.709640414261183
3012 0.000242012255103241 4 17 "GO:0002562;GO:0016444" "somatic cell DNA recombination" 0.00631298317576611
3413 0.00141786138274403 4 10 "GO:0002566;GO:0016446" "somatic hypermutation of immunoglobulin genes" 0.0248125741980205
1108 0.256352965606781 5 12 "GO:0002573" "myeloid leukocyte differentiation" 0.536556363332942
84 0.940878343149977 4 9 "GO:0002576" "platelet degranulation" 0.970519835667913
3133 0.014259445724363 2 7 "GO:0002637;GO:0045191" "regulation of immunoglobulin production" 0.106695013091084
-1734 0.0890741520626037 6 11 "GO:0002673" "regulation of acute inflammatory response" 0.314316625665516
-586 0.646699108425838 4 7 "GO:0002675" "positive regulation of acute inflammatory response" 0.84033054643855
67 0.730633401584215 3 311 "GO:0002682" "regulation of immune system process" 0.875277682863915
589 0.0701530180156236 2 109 "GO:0002683" "negative regulation of immune system process" 0.273516005813769
-247 0.349368801370089 2 166 "GO:0002684" "positive regulation of immune system process" 0.621304132090478
-928 0.0870511675287668 2 39 "GO:0002685;GO:0002688" "regulation of leukocyte migration" 0.309960935773539
1538 0.265189626230958 3 6 "GO:0002686;GO:0002689" "negative regulation of leukocyte migration" 0.544873422316644
-1794 0.00505540100914179 3 28 "GO:0002687;GO:0002690" "positive regulation of leukocyte migration" 0.0552060747857467
921 0.0273443477637558 2 66 "GO:0002694;GO:0051249" "regulation of leukocyte activation" 0.155328148499234
597 0.310758434649564 2 33 "GO:0002695;GO:0051250" "negative regulation of leukocyte activation" 0.588457385694502
1223 0.0559799439634924 2 28 "GO:0002696;GO:0050867;GO:0051251" "positive regulation of cell activation" 0.238737996314894
265 0.46832112576177 2 86 "GO:0002697" "regulation of immune effector process" 0.719745022955172
1224 0.0602881409148795 5 27 "GO:0002698" "negative regulation of immune effector process" 0.250275922407373
-37 0.94676684775868 5 37 "GO:0002699" "positive regulation of immune effector process" 0.973864697604344
1666 0.0367127580972146 2 18 "GO:0002700" "regulation of production of molecular mediator of immune response" 0.18604089705407
2070 0.0273545877283134 2 13 "GO:0002702" "positive regulation of production of molecular mediator of immune response" 0.155328148499234
-37 0.954281084110557 2 28 "GO:0002703;GO:0002706;GO:0002822;GO:0002819" "regulation of adaptive immune response" 0.978224291395586
1507 0.319091859751076 3 5 "GO:0002704;GO:0002707" "negative regulation of lymphocyte mediated immunity" 0.596735582952266
41 0.955799608900144 4 21 "GO:0002705;GO:0002708;GO:0002824;GO:0002821" "positive regulation of adaptive immune response" 0.978224291395586
-1204 0.285471816604592 3 9 "GO:0002709" "regulation of T cell mediated immunity" 0.568144889909139
-2829 0.0404378686273963 2 6 "GO:0002711" "positive regulation of T cell mediated immunity" 0.197566482102562
975 0.445758851840224 4 7 "GO:0002718" "regulation of cytokine production involved in immune response" 0.704194917693116
-616 0.250318945998506 2 40 "GO:0002757;GO:0002764" "immune response-regulating signaling pathway" 0.533380972107104
-663 0.347798435175068 5 23 "GO:0002758" "innate immune response-activating signal transduction" 0.620373879618018
