"delta.rank" "pval" "level" "nseqs" "term" "name" "p.adj"
280 0.626701952543517 5 40 "GO:0000381" "regulation of alternative mRNA splicing, via spliceosome" 0.861586297376378
1206 0.0232626535865569 3 47 "GO:0000387" "spliceosomal snRNP assembly" 0.206790141882202
3879 0.00478822235922664 3 7 "GO:0000388" "spliceosome conformational change to release U4 (or U4atac) and U1 (or U11)" 0.0901134820578779
1030 0.487893930671011 8 6 "GO:0000389" "mRNA 3'-splice site recognition" 0.802498732333377
2178 0.0381783546688031 2 12 "GO:0000390" "spliceosomal complex disassembly" 0.266331258053325
981 0.252842810542887 9 18 "GO:0000394;GO:0006388" "tRNA splicing, via endonucleolytic cleavage and ligation" 0.622130307684442
-1574 0.00184847343302953 4 52 "GO:0000413" "protein peptidyl-prolyl isomerization" 0.0491905860076266
1030 0.487823509366963 5 6 "GO:0000414;GO:2001253" "regulation of histone H3-K36 methylation" 0.802498732333377
621 0.384649442741926 6 26 "GO:0000422;GO:0061726" "mitochondrion disassembly" 0.738880630701502
1409 0.386438254940862 2 5 "GO:0000423" "mitophagy" 0.739935393741027
430 0.723255512135033 4 9 "GO:0000429;GO:0045990" "carbon catabolite regulation of transcription" 0.909047358348938
-894 0.547439939097352 2 6 "GO:0000436;GO:0045991" "carbon catabolite activation of transcription" 0.825608233669491
2720 0.00517059848078788 4 14 "GO:0000447;GO:0000472;GO:0000967;GO:0000480" "rRNA 5'-end processing" 0.0923489835903662
259 0.861629905722881 3 6 "GO:0000448" "cleavage in ITS2 between 5.8S rRNA and LSU-rRNA of tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)" 0.963796418302434
-71 0.961988194519732 5 6 "GO:0000451;GO:0000453" "rRNA 2'-O-methylation" 0.9905597521995
-409 0.783311434950147 2 6 "GO:0000455" "enzyme-directed rRNA pseudouridine synthesis" 0.939074655730764
-10 0.993526341317512 2 9 "GO:0000459;GO:0000467;GO:0031125" "exonucleolytic trimming involved in rRNA processing" 0.9978552141421
-126 0.877389356758185 3 20 "GO:0000460" "maturation of 5.8S rRNA" 0.967988040626888
185 0.741981882801793 2 42 "GO:0000462" "maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)" 0.917345420453322
84 0.883772414707129 4 40 "GO:0000463;GO:0000470" "maturation of LSU-rRNA" 0.969388592451138
65 0.94887067802096 5 13 "GO:0000466" "maturation of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)" 0.986843593857742
1407 0.0242915434813922 2 34 "GO:0000469" "cleavage involved in rRNA processing" 0.209054463561659
1623 0.0324936683037346 2 23 "GO:0000479;GO:0000478;GO:0090502" "RNA phosphodiester bond hydrolysis, endonucleolytic" 0.242331117847804
455 0.74071020307797 7 7 "GO:0000491" "small nucleolar ribonucleoprotein complex assembly" 0.916481831953872
407 0.802333624098284 2 5 "GO:0000492" "box C/D snoRNP assembly" 0.944490101654594
-1122 0.383118562255019 2 8 "GO:0000578" "embryonic axis specification" 0.737975727570986
1379 0.171746180054021 5 13 "GO:0000710" "meiotic mismatch repair" 0.539110097870548
818 0.49997419084685 4 9 "GO:0000712" "resolution of meiotic recombination intermediates" 0.805915612582211
-707 0.582372737210453 2 8 "GO:0000717" "nucleotide-excision repair, DNA duplex unwinding" 0.841515990125662
326 0.841073336206719 2 5 "GO:0000720" "pyrimidine dimer repair by nucleotide-excision repair" 0.956712332880934
1049 0.264387528068023 2 15 "GO:0000722" "telomere maintenance via recombination" 0.631567234001258
497 0.283011922563382 6 62 "GO:0000723;GO:0032200" "telomere organization" 0.651114434179411
428 0.263686121603439 2 91 "GO:0000724;GO:0000725" "recombinational repair" 0.63156574547518
699 0.203290506872298 3 44 "GO:0000726;GO:0006303" "non-recombinational repair" 0.577974711977661
-1436 0.0777292573905268 2 20 "GO:0000727" "double-strand break repair via break-induced replication" 0.380904350517478
-440 0.732547764540307 2 8 "GO:0000729" "DNA double-strand break processing" 0.913294039792399
-242 0.817968650582339 7 12 "GO:0000730;GO:0090735;GO:1902298;GO:1990426;GO:1990505" "DNA recombinase assembly" 0.947193187952609
-563 0.316564249458904 4 42 "GO:0000731;GO:0019985" "DNA synthesis involved in DNA repair" 0.683517020278708
-1477 0.363926701813083 2 5 "GO:0000737" "DNA catabolic process, endonucleolytic" 0.72788920251742
1467 0.323190334872937 2 6 "GO:0000738" "DNA catabolic process, exonucleolytic" 0.686820559053474
-587 0.576392903600869 6 12 "GO:0000741" "karyogamy" 0.841148512289903
-79 0.945391421107827 6 10 "GO:0000743;GO:0030989" "dynein-driven meiotic oscillatory nuclear movement" 0.986269491131791
-21 0.986772590608967 2 8 "GO:0000750" "pheromone-dependent signal transduction involved in conjugation with cellular fusion" 0.9957499956874
-299 0.349401933817446 3 131 "GO:0000902" "cell morphogenesis" 0.714887991914441
-613 0.165830625254593 2 68 "GO:0000904" "cell morphogenesis involved in differentiation" 0.535839406275089
-700 0.563764752265313 2 9 "GO:0000911" "cytokinesis by cell plate formation" 0.833478108621542
440 0.717081244698388 6 9 "GO:0000912;GO:0000915;GO:0044837" "actomyosin contractile ring organization" 0.908021600328977
4869 0.00276535481772015 5 5 "GO:0000917;GO:0090529" "division septum assembly" 0.0638323338587557
2600 0.0586463868560741 2 7 "GO:0000920" "septum digestion after cytokinesis" 0.330692776576078
1080 0.116502387849159 2 28 "GO:0000959" "mitochondrial RNA metabolic process" 0.458777814022599
893 0.376089934312956 2 13 "GO:0000963;GO:0140053" "mitochondrial RNA processing" 0.733626598396168
1114 0.220867552403431 6 16 "GO:0000972" "transcription-dependent tethering of RNA polymerase II gene DNA at nuclear periphery" 0.598661346992242
2401 0.036959392972255 7 10 "GO:0000973" "posttranscriptional tethering of RNA polymerase II gene DNA at nuclear periphery" 0.261722616674714
310 0.184677607831715 2 247 "GO:0001101" "response to acid chemical" 0.553662726645983
4805 0.000476029077788948 2 7 "GO:0001123" "transcription initiation from bacterial-type RNA polymerase promoter" 0.0185873783831984
-2152 0.117615892065867 -1 7 "GO:0001302" "obsolete replicative cell aging" 0.458777814022599
998 0.501730313466274 2 6 "GO:0001403" "invasive growth in response to glucose limitation" 0.805915612582211
-524 0.519432291381698 3 20 "GO:0001501" "skeletal system development" 0.813278538689722
-1536 0.102071231387572 2 15 "GO:0001503" "ossification" 0.429719602027992
-459 0.721088383276602 2 8 "GO:0001504" "neurotransmitter uptake" 0.908021600328977
-965 0.0202728636058165 3 77 "GO:0001505" "regulation of neurotransmitter levels" 0.191861615209196
211 0.693914011963098 4 46 "GO:0001508" "action potential" 0.898411137893345
55 0.900752462957868 2 69 "GO:0001510" "RNA methylation" 0.974730834317335
768 0.636881753966664 6 5 "GO:0001514;GO:0006451" "selenocysteine incorporation" 0.867757602923732
131 0.935651018518415 6 5 "GO:0001516;GO:0046457" "prostanoid biosynthetic process" 0.98179277466303
835 0.261162682360813 3 24 "GO:0001522" "pseudouridine synthesis" 0.62963580951904
-1337 0.0443521601514913 4 30 "GO:0001523" "retinoid metabolic process" 0.291816260020363
-375 0.437752913549621 3 57 "GO:0001525" "angiogenesis" 0.775898432827161
-749 0.230265517454693 3 34 "GO:0001539;GO:0060285" "cilium or flagellum-dependent cell motility" 0.603361738467097
1100 0.19982278834786 2 18 "GO:0001541;GO:0022602" "ovulation cycle process" 0.57287143048427
-993 0.365678131220346 3 11 "GO:0001556" "oocyte maturation" 0.727996013008477
196 0.529476389209997 4 137 "GO:0001558" "regulation of cell growth" 0.816653729906073
-1771 0.0918744115288204 5 12 "GO:0001561" "fatty acid alpha-oxidation" 0.410975686688877
3930 0.00815203399832045 4 6 "GO:0001562;GO:0042832" "response to protozoan" 0.114740245630009
-323 0.706264934206722 3 18 "GO:0001568" "blood vessel development" 0.902361319550017
397 0.807187397795406 4 5 "GO:0001570" "vasculogenesis" 0.945307226321601
-1530 0.00438986338693747 5 46 "GO:0001578" "microtubule bundle formation" 0.0842942414222229
-2946 0.0151483210780571 3 9 "GO:0001649" "osteoblast differentiation" 0.164388793413305
-361 0.421223447096331 2 66 "GO:0001654;GO:0007423" "sensory organ development" 0.765015688250485
1026 0.0306124881205515 2 59 "GO:0001666;GO:0036293" "response to decreased oxygen levels" 0.236412154099194
-294 0.435010738481495 4 94 "GO:0001667;GO:0010631" "ameboidal-type cell migration" 0.775106899472842
-127 0.903584951286804 2 12 "GO:0001672;GO:0010847" "regulation of chromatin assembly or disassembly" 0.974967251000625
-2041 0.169330680516663 2 6 "GO:0001675" "acrosome assembly" 0.537995120303132
-584 0.349674351780885 2 34 "GO:0001676" "long-chain fatty acid metabolic process" 0.714987489119496
-103 0.88700704760685 3 25 "GO:0001678;GO:0071326;GO:0071331;GO:0071333" "cellular glucose homeostasis" 0.969990140694972
115 0.800198859143482 3 64 "GO:0001701;GO:0043009" "chordate embryonic development" 0.944490101654594
-711 0.31047646155048 3 27 "GO:0001708" "cell fate specification" 0.676774230689637
-1005 0.338947258712851 2 12 "GO:0001709" "cell fate determination" 0.703488150473071
680 0.441257876223846 3 17 "GO:0001731" "formation of translation preinitiation complex" 0.775898432827161
1699 0.00404285855624593 3 38 "GO:0001732" "formation of cytoplasmic translation initiation complex" 0.080818483483232
-2490 0.0028699469406913 4 19 "GO:0001736;GO:0007164" "establishment of tissue polarity" 0.0648212103903375
-3319 0.00158197705941295 4 12 "GO:0001737" "establishment of imaginal disc-derived wing hair orientation" 0.0437715242001808
-3514 0.00629304341165099 6 8 "GO:0001745" "compound eye morphogenesis" 0.0999729083221025
-880 0.468199089967112 2 9 "GO:0001755" "neural crest cell migration" 0.789394038194364
-604 0.53493838249626 3 14 "GO:0001756;GO:0035282" "segmentation" 0.818658621238883
381 0.53565484999472 2 35 "GO:0001763" "morphogenesis of a branching structure" 0.818658621238883
-1281 0.0728011718420117 2 26 "GO:0001764" "neuron migration" 0.368682782976879
1981 0.182223420079663 4 6 "GO:0001773;GO:0043011;GO:0097028" "myeloid dendritic cell activation" 0.551535279233761
-541 0.0711144646521052 2 149 "GO:0001775;GO:0045321" "cell activation" 0.366256007027712
-420 0.796443230788604 4 5 "GO:0001776;GO:0002260;GO:0043029" "leukocyte homeostasis" 0.942940244471158
-1172 0.430254964232363 6 6 "GO:0001778" "plasma membrane repair" 0.771494164833711
-2241 0.0514977755647648 3 10 "GO:0001816" "cytokine production" 0.315018603674359
-219 0.505589506396335 2 123 "GO:0001817" "regulation of cytokine production" 0.806857508679865
-392 0.393450990224243 3 63 "GO:0001818" "negative regulation of cytokine production" 0.742474361859479
-47 0.923884649042299 3 55 "GO:0001819" "positive regulation of cytokine production" 0.977763978864344
558 0.371978003968297 2 34 "GO:0001822" "kidney development" 0.731015966659689
-1721 0.290024345445255 2 5 "GO:0001824" "blastocyst development" 0.658101138204488
-1617 0.239513290826431 2 7 "GO:0001837;GO:0048762" "mesenchymal cell differentiation" 0.609060577646274
-1418 0.383478025561255 5 5 "GO:0001838;GO:0072175" "embryonic epithelial tube formation" 0.738125185177692
-256 0.747633907761386 2 21 "GO:0001843;GO:0060606" "tube closure" 0.920602296307143
1105 0.154691876307968 3 22 "GO:0001845" "phagolysosome assembly" 0.519953869038367
947 0.523927685556469 6 6 "GO:0001867;GO:0006958" "complement activation, lectin pathway" 0.814955275597516
-1401 0.308135864585931 5 7 "GO:0001885;GO:0061028" "endothelial cell development" 0.675944118671937
-1482 0.0213261903485403 2 32 "GO:0001889" "liver development" 0.196588157041168
956 0.486901946063107 2 7 "GO:0001890" "placenta development" 0.801843252129153
-1536 0.0028758050244721 2 50 "GO:0001894" "tissue homeostasis" 0.0648212103903375
-3785 0.0199855715708753 2 5 "GO:0001895" "retina homeostasis" 0.191451163435637
-511 0.586787830293055 2 15 "GO:0001906" "cell killing" 0.842763683384113
-2466 0.0968520545959145 3 6 "GO:0001910;GO:0001914" "regulation of leukocyte mediated cytotoxicity" 0.42150821260597
-927 0.444807042213215 2 9 "GO:0001919" "regulation of receptor recycling" 0.77855208310298
-1303 0.380242799949791 2 6 "GO:0001921" "positive regulation of receptor recycling" 0.735102630343659
-228 0.128958537349986 3 615 "GO:0001932;GO:0042325;GO:0019220;GO:0051174" "regulation of phosphate metabolic process" 0.480080090250656
-155 0.555562119256943 4 195 "GO:0001933;GO:0042326;GO:0045936;GO:0010563" "negative regulation of phosphate metabolic process" 0.829867191367718
-22 0.902237908814461 3 409 "GO:0001934;GO:0031401;GO:0042327;GO:0045937;GO:0010562" "positive regulation of protein modification process" 0.974799581853328
420 0.702128792352097 2 11 "GO:0001935" "endothelial cell proliferation" 0.899958307006405
958 0.263933411105712 2 18 "GO:0001936" "regulation of endothelial cell proliferation" 0.63156574547518
2658 0.10233867975535 2 5 "GO:0001937" "negative regulation of endothelial cell proliferation" 0.429719602027992
304 0.763575627869243 4 13 "GO:0001938" "positive regulation of endothelial cell proliferation" 0.92904707161933
-3047 0.0611274718547581 2 5 "GO:0001944" "vasculature development" 0.335232103178864
-92 0.904063822489946 3 23 "GO:0001947;GO:0003143" "embryonic heart tube morphogenesis" 0.974967251000625
-579 0.417822944744023 2 26 "GO:0001952" "regulation of cell-matrix adhesion" 0.762298804864859
-939 0.334467533212046 2 14 "GO:0001953;GO:0010812" "negative regulation of cell-substrate adhesion" 0.700102882645255
-318 0.816975786558013 2 7 "GO:0001954" "positive regulation of cell-matrix adhesion" 0.946711185392199
-399 0.8062350857837 3 5 "GO:0001955;GO:0051151" "blood vessel maturation" 0.945307226321601
-640 0.336054882882406 3 30 "GO:0001959;GO:0060759" "regulation of response to cytokine stimulus" 0.700788040088782
-1278 0.116252897469445 3 20 "GO:0001960;GO:0060761" "negative regulation of cytokine-mediated signaling pathway" 0.458777814022599
-1047 0.281554633274675 2 14 "GO:0001961;GO:0060760" "positive regulation of response to cytokine stimulus" 0.6491916433894
-865 0.594842408103514 2 5 "GO:0001973;GO:0035588" "G protein-coupled adenosine receptor signaling pathway" 0.847780299833923
135 0.921874072917372 3 7 "GO:0001990;GO:0003044;GO:0050886;GO:0003073" "regulation of systemic arterial blood pressure" 0.977656874370863
-356 0.317280458494658 2 105 "GO:0002009;GO:0048729" "tissue morphogenesis" 0.683650209175184
32 0.966519105834982 2 23 "GO:0002027;GO:0086065;GO:1903779" "regulation of heart rate" 0.990571726229012
1109 0.127772453902223 2 25 "GO:0002028" "regulation of sodium ion transport" 0.476636886074543
360 0.824951055141691 4 5 "GO:0002062" "chondrocyte differentiation" 0.950012543655453
-1442 0.294429390910597 3 7 "GO:0002063" "chondrocyte development" 0.663140698234218
-447 0.480583625801186 2 33 "GO:0002064" "epithelial cell development" 0.797034475035083
474 0.590997282239448 4 17 "GO:0002066" "columnar/cuboidal epithelial cell development" 0.846771826199044
-2453 0.131666083782305 4 5 "GO:0002070" "epithelial cell maturation" 0.482109675761854
180 0.863848421228383 2 12 "GO:0002082" "regulation of oxidative phosphorylation" 0.9639846965524
-312 0.808348621148484 4 8 "GO:0002084;GO:0098734" "macromolecule depalmitoylation" 0.945307226321601
-142 0.865241025424495 5 19 "GO:0002090" "regulation of receptor internalization" 0.964298241212481
48 0.974519167401052 5 6 "GO:0002091" "negative regulation of receptor internalization" 0.992900500749394
140 0.913316314215429 2 8 "GO:0002092" "positive regulation of receptor internalization" 0.976853591931092
-525 0.508634623709969 2 21 "GO:0002097" "tRNA wobble base modification" 0.808720075070202
385 0.692304365376808 5 14 "GO:0002098" "tRNA wobble uridine modification" 0.897439540348838
-2747 0.032739004496742 5 8 "GO:0002100;GO:0006382;GO:0016553" "adenosine to inosine editing" 0.242713764091968
-729 0.298478910595725 4 27 "GO:0002119;GO:0002164" "larval development" 0.667940486592897
-1790 0.192923498044217 2 7 "GO:0002138" "retinoic acid biosynthetic process" 0.564575412339643
-319 0.464828417700113 5 70 "GO:0002181" "cytoplasmic translation" 0.787212456080694
953 0.158524149584777 2 29 "GO:0002183" "cytoplasmic translational initiation" 0.524812913601583
877 0.495627134882597 8 8 "GO:0002184" "cytoplasmic translational termination" 0.805357152971669
1044 0.178680067430066 2 22 "GO:0002200;GO:0016445" "somatic diversification of immune receptors" 0.547707499429799
-420 0.715303623918551 3 10 "GO:0002204;GO:0002208;GO:0002312;GO:0045190" "B cell activation involved in immune response" 0.90701399049821
91 0.871831732409174 2 42 "GO:0002218" "activation of innate immune response" 0.966383246220666
24 0.979344322630198 6 15 "GO:0002220;GO:0002223;GO:0002479;GO:0042590;GO:0033209;GO:0038061;GO:0038095;GO:0060071" "Wnt signaling pathway, planar cell polarity pathway" 0.992900500749394
-619 0.509990979918483 4 15 "GO:0002221" "pattern recognition receptor signaling pathway" 0.808789689516581
649 0.613832859503802 4 8 "GO:0002225;GO:0002760;GO:0002784" "regulation of antimicrobial peptide production" 0.856257145272594
2983 0.0300436151527643 2 7 "GO:0002230;GO:0050691" "regulation of defense response to virus by host" 0.23371406620494
393 0.366997677216389 2 70 "GO:0002237;GO:0032496" "response to molecule of bacterial origin" 0.728194281021822
-1266 0.296443951577342 2 9 "GO:0002238" "response to molecule of fungal origin" 0.665525432396633
-649 0.354623371416092 4 27 "GO:0002244" "hematopoietic progenitor cell differentiation" 0.720030131938889
277 0.657766109260326 2 34 "GO:0002250" "adaptive immune response" 0.879619555122539
-711 0.662279965222706 3 5 "GO:0002251;GO:0002385" "organ or tissue specific immune response" 0.882432028336348
-440 0.11532900108171 2 172 "GO:0002252" "immune effector process" 0.458462955774866
90 0.838000799746218 3 68 "GO:0002253" "activation of immune response" 0.954420091313435
-803 0.0349070278778461 2 92 "GO:0002274;GO:0002263;GO:0002366;GO:0002275;GO:0002283;GO:0042119;GO:0036230;GO:0043299;GO:0043312" "cell activation involved in immune response" 0.253197157072293
269 0.782011702887011 2 14 "GO:0002285" "lymphocyte activation involved in immune response" 0.938712397630816
-180 0.292615570098488 1 472 "GO:0002376" "immune system process" 0.66038264494828
1678 0.302246761573863 3 5 "GO:0002377" "immunoglobulin production" 0.669713442077018
-337 0.793393087450028 10 8 "GO:0002407;GO:0036336;GO:0032060;GO:0061588;GO:0061589;GO:0061590;GO:0061591;GO:2000351" "calcium activated phospholipid scrambling" 0.941950963502788
-61 0.925073694874065 2 32 "GO:0002429;GO:0002768" "immune response-regulating cell surface receptor signaling pathway" 0.978222702400365
-1824 0.219547384888229 2 6 "GO:0002433" "immune response-regulating cell surface receptor signaling pathway involved in phagocytosis" 0.598095532879733
1011 0.462241994782159 2 7 "GO:0002440" "production of molecular mediator of immune response" 0.785942026234499
467 0.7743186661239 4 5 "GO:0002449;GO:0002443" "lymphocyte mediated immunity" 0.934531961949804
1886 0.246391499816999 4 5 "GO:0002460" "adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains" 0.618459444805178
770 0.482891272870757 2 11 "GO:0002474" "antigen processing and presentation of peptide antigen via MHC class I" 0.798701400654799
595 0.378581478114331 4 29 "GO:0002478;GO:0019884;GO:0048002" "antigen processing and presentation of peptide antigen" 0.735102630343659
306 0.728778836673179 3 17 "GO:0002495;GO:0002504;GO:0019886" "antigen processing and presentation of peptide or polysaccharide antigen via MHC class II" 0.911355276749638
531 0.440728816684498 2 28 "GO:0002521;GO:1903131" "leukocyte differentiation" 0.775898432827161
-166 0.879990970847043 2 11 "GO:0002526" "acute inflammatory response" 0.968993483238625
1151 0.192156557549025 3 17 "GO:0002562;GO:0016444;GO:0016447" "somatic cell DNA recombination" 0.563785180786395
1924 0.0794154974421089 2 11 "GO:0002566;GO:0016446" "somatic diversification of immune receptors via somatic mutation" 0.383963738446251
1108 0.272211629309285 4 13 "GO:0002573" "myeloid leukocyte differentiation" 0.639291842188978
866 0.475086520037524 2 9 "GO:0002576" "platelet degranulation" 0.794086984756503
1359 0.323173479119619 4 7 "GO:0002637;GO:0045191" "regulation of immunoglobulin production" 0.686820559053474
-490 0.67012601522417 5 10 "GO:0002673" "regulation of acute inflammatory response" 0.886483398068041
-1356 0.361340279481771 2 6 "GO:0002675" "positive regulation of acute inflammatory response" 0.72545876389949
53 0.79205932659935 2 330 "GO:0002682" "regulation of immune system process" 0.941526676982526
-140 0.682898602578714 2 113 "GO:0002683" "negative regulation of immune system process" 0.891330947070874
-249 0.367901170548022 2 175 "GO:0002684" "positive regulation of immune system process" 0.728991967971129
-1154 0.0479652406036518 3 39 "GO:0002685;GO:0002688" "regulation of leukocyte migration" 0.302260596141866
293 0.843756623014169 3 6 "GO:0002686;GO:0002689" "negative regulation of leukocyte migration" 0.95719771753069
-1592 0.0206715860506626 3 28 "GO:0002687;GO:0002690" "positive regulation of leukocyte migration" 0.193952063889679
212 0.625955158097608 2 70 "GO:0002694;GO:0051249" "regulation of leukocyte activation" 0.861068957003524
-5 0.993652246834127 2 34 "GO:0002695;GO:0051250" "negative regulation of leukocyte activation" 0.9978552141421
553 0.405536373292711 3 30 "GO:0002696;GO:0050867;GO:0051251" "positive regulation of cell activation" 0.751366282756961
163 0.67330935192604 2 89 "GO:0002697" "regulation of immune effector process" 0.887053036267254
31 0.963858271624907 4 29 "GO:0002698" "negative regulation of immune effector process" 0.990571726229012
-593 0.322197792263959 2 37 "GO:0002699" "positive regulation of immune effector process" 0.686820559053474
547 0.535521228203293 2 17 "GO:0002700;GO:0002702" "regulation of production of molecular mediator of immune response" 0.818658621238883
-372 0.58266264284599 2 29 "GO:0002703;GO:0002706;GO:0002822;GO:0002819" "regulation of adaptive immune response" 0.841515990125662
806 0.587596713321689 5 6 "GO:0002704;GO:0002707;GO:0002823" "negative regulation of leukocyte mediated immunity" 0.843345609157683
-525 0.508326599543075 4 21 "GO:0002705;GO:0002708;GO:0002824;GO:0002821" "positive regulation of adaptive immune response" 0.808720075070202
-978 0.395522367221058 3 10 "GO:0002709" "regulation of T cell mediated immunity" 0.743636005039893
-2642 0.0752246318770674 6 6 "GO:0002711" "positive regulation of T cell mediated immunity" 0.37438856827671
-165 0.904478405947887 4 7 "GO:0002718" "regulation of cytokine production involved in immune response" 0.974967251000625
